	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_atoms	Number_of_halogen_atoms	Number_of_B_atoms	Number_of_Br_atoms	Number_of_Cl_atoms	Number_of_I_atoms	Number_of_F_atoms	Number_of_N_atoms	Number_of_O_atoms	Number_of_P_atoms	Number_of_S_atoms	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2
TGP	-0.297597075597238	-0.0214434010165081	-0.646312174151197	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.80492153970704	-0.273332559176828	0.66548456483047	NaN	-0.212679151191297	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.323673781952144	0.320754535570573	0.0354986017678099	0.305030949895562	-0.548180553080576	-0.620948979836142	-0.475197093975017	-0.384127568519751
OKQ	-0.41493333982401	0.538527741327702	0.0345553043605593	-0.137675466904836	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	0.216307504502052	-0.579680006119396	-0.762087162951023	NaN	-0.266064038303146	-0.44159376949611	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.138428510807577	-0.0595706335287186	0.320284588707558	-0.120869631849979	-0.43511682932293	-0.36580543687635	-0.513235741882737	-0.618097320755204
4SC	-0.602678392884191	0.428894458693368	-0.476095304523258	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.315187071925212	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.262486932614365	0.471102027640683	-0.0895777417103352	0.477516150607485	-0.645593264850886	-0.662370638629369	-0.589313037698177	-0.684945821393904
C4S	-0.767282422621157	-0.0010362894150426	-0.816529043779135	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.608137777824994	-0.859863001612307	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.262486932614365	-0.151563889056004	0.0551075083215872	-0.163840879463794	-0.855769886296729	-0.766789715191999	-0.89362222095994	-0.885491323310006
C7S	-0.767282422621157	0.137669278362302	-0.476095304523258	-0.503892208871701	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.597330048392644	-0.859863001612307	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.327070888612628	-0.114690549805839	0.317712033922805	-0.174338201658233	-0.855769886296729	-0.766789715191999	-0.89362222095994	-0.885491323310006
SPT	-0.591131354716189	-0.251949575444137	-0.816529043779135	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.420343134633363	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.386136595205976	-0.92129516469169	0.325909528737213	-0.964784813654577	-0.645593264850886	-0.662370638629369	-0.646371009559758	-0.684945821393904
T49	-0.591131354716189	-0.251949575444137	-0.816529043779135	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.420343134633363	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.386136595205976	-1.01252357759925	0.0431562764307313	-1.00983705760644	-0.645593264850886	-0.662370638629369	-0.646371009559758	-0.684945821393904
OKT	-0.403386301656008	-0.142316292809803	-0.305878434895319	-0.503892208871701	-0.708281017799528	-0.22683568485804	-0.968463973941946	-0.533081582022561	-0.159649052433652	0.216307504502052	-0.579680006119396	-0.762087162951023	NaN	-0.371220101011297	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.0199009830913866	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.262078173399187	-0.604433836269562	0.131414343611331	-0.622574170155657	-0.43511682932293	-0.36580543687635	-0.570293713744317	-0.618097320755204
USM	-0.403386301656008	-0.281021860587148	-0.646312174151197	-0.503892208871701	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.216307504502052	-0.579680006119396	-0.762087162951023	NaN	-0.382027830443646	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.0199009830913866	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.197494217400924	-0.766427211266584	-0.777909539542633	-0.630388174718243	-0.43511682932293	-0.36580543687635	-0.570293713744317	-0.618097320755204
TSP	-0.591131354716189	-0.113244007666792	-0.816529043779135	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-1.854196807035	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.409535405201015	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.335041693308617	0.180607176782821	0.282208070397355	0.121120073827527	-0.645593264850886	-0.662370638629369	-0.646371009559758	-0.684945821393904
US1	-0.755735384453154	-0.543174755775203	-1.15696278303501	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-1.854196807035	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.702486111100796	-0.964430309641356	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.335041693308616	-0.256020957016945	0.14133201759084	-0.281848263513616	-0.855769886296729	-0.766789715191999	-0.95068019282152	-0.885491323310006
A1AAZ	-0.591131354716189	0.157888016625908	-0.816529043779135	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.500697692664066	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.407596454002867	0.21102436132983	0.2001848946058	0.166139453595927	-0.645593264850886	-0.662370638629369	-0.646371009559758	-0.684945821393904
US2	-0.403386301656008	-0.261431033449741	-0.646312174151197	-0.503892208871701	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.216307504502052	-0.579680006119396	-0.762087162951023	NaN	-0.410040207264854	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.0199009830913866	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.197494217400924	0.518367261962054	0.0172861499625517	0.503293694852286	-0.43511682932293	-0.36580543687635	-0.570293713744317	-0.651521571074554
6OO	-0.41493333982401	0.538527741327702	0.0345553043605593	-0.137675466904836	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	0.216307504502052	-0.579680006119396	-0.762087162951023	NaN	-0.266064038303146	-0.44159376949611	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.138428510807577	-1.36541571271982	0.235694807862731	-1.38595635100675	-0.43511682932293	-0.36580543687635	-0.513235741882737	-0.618097320755204
C7R	-0.767282422621157	0.137669278362302	-0.476095304523258	-0.503892208871701	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.597330048392646	-0.859863001612307	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.327070888612628	-1.10091172392538	0.296292148212878	-1.135944833411	-0.855769886296729	-0.766789715191999	-0.89362222095994	-0.885491323310006
OKN	-0.602678392884191	0.567600026470713	-0.13566156526738	-0.503892208871701	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.304379342492864	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.327070888612628	-1.27778626427846	0.175674885916017	-1.29106794120217	-0.645593264850886	-0.662370638629369	-0.589313037698177	-0.684945821393904
